date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:10%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_emial.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_emial.2b.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:10%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_fb.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_fb.2c.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:10%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_line.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_line.2d.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:10%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_arrow_up_w.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_arrow_up_w.2e.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:11	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:11%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_hot_w.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_hot_w.2f.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:11%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_share_fb.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_share_fb.30.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:11%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_share_line.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_share_line.31.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:11%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_register_success.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_register_success.32.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:11%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_loginType_fb.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_loginType_fb.33.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
17:18:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Jan%202021%2009:18:12%20GMT	http://tangfreelancer.com/ae_official/images/common/icon_loginType_line.svg	C:/Users/Better.Chou/Documents/web1/web1/tangfreelancer.com/ae_official/images/common/icon_loginType_line.34.delayed	(from http://tangfreelancer.com/ae_official/css/all.css)
